leaf,gSum_f32,gSum_f64,gSum_residual,hSum_f32,hSum_f64,hSum_residual,leafVal_f32,leafVal_f64,leafVal_residual
15,-0.4703730047,-0.470373004674911,0.000000e+00,1,1,0.000000e+00,0.003527797526,0.00352779745620942,6.953919e-11
16,459.9711914,459.971143648028,4.775822e-05,695,695,0.000000e+00,-0.01976953633,-0.0197695329527309,3.378565e-09
17,-82.39685059,-82.3968996137846,4.902785e-05,668,668,0.000000e+00,0.003683912801,0.00368391495255158,2.151927e-09
18,157.5284424,157.528386229416,5.615340e-05,820,820,0.000000e+00,-0.005742227659,-0.00574222537211601,2.286513e-09
19,-519.2896118,-519.289658074733,4.625833e-05,872,872,0.000000e+00,0.01780421473,0.0178042164503213,1.719462e-09
20,369.5161133,369.515953275375,1.600059e-04,549,549,0.000000e+00,-0.02008239739,-0.0200823883160897,9.070342e-09
21,-47.34535217,-47.345375693636,2.352078e-05,542,542,0.000000e+00,0.002606166061,0.00260616741112208,1.350108e-09
22,128.6435852,128.643626954639,4.174956e-05,670,670,0.000000e+00,-0.005734483711,-0.0057344854715853,1.760164e-09
23,-435.7836304,-435.783676078543,4.570745e-05,698,698,0.000000e+00,0.01864979789,0.0186498002712419,2.384632e-09
24,33.33061218,33.3306073844433,4.798174e-06,45,45,0.000000e+00,-0.0208316315,-0.0208316291496538,2.346895e-09
25,-0.5671946406,-0.567194784525782,1.438893e-07,47,47,0.000000e+00,0.0003403167648,0.000340316863108794,9.833127e-11
26,9.681790352,9.68178990157321,4.502945e-07,58,58,0.000000e+00,-0.00476153614,-0.00476153591073853,2.292563e-10
27,-38.83995056,-38.8399455435574,5.017966e-06,68,68,0.000000e+00,0.01641124487,0.0164112442290494,6.401828e-10
28,28.80092812,28.8009294271469,1.311302e-06,38,38,0.000000e+00,-0.02107384987,-0.0210738503293141,4.575595e-10
29,-4.968801022,-4.96880142018199,3.986061e-07,42,42,0.000000e+00,0.003312533954,0.00331253420608042,2.519220e-10
30,9.421956062,9.42195713426918,1.071952e-06,45,45,0.000000e+00,-0.005888722371,-0.00588872307729502,7.059850e-10
31,-26.88584518,-26.8858447894454,3.948808e-07,44,44,0.000000e+00,0.01716117747,0.0171611771415957,3.296844e-10
32,194.9813843,194.981443814933,5.953759e-05,282,282,0.000000e+00,-0.02052435651,-0.0205243620480798,5.533864e-09
33,-38.13402939,-38.1340277846903,1.603737e-06,290,290,0.000000e+00,0.003904508194,0.0039045078770302,3.169246e-10
34,64.79879761,64.7988039846532,6.377231e-06,339,339,0.000000e+00,-0.005684105214,-0.00568410548563922,2.719077e-10
35,-207.993042,-207.992968684528,7.330766e-05,338,338,0.000000e+00,0.01829850674,0.0182985012347967,5.501959e-09
36,144.4181213,144.418079671916,4.166598e-05,227,227,0.000000e+00,-0.01883714646,-0.0188371404057287,6.055281e-09
37,-28.72845459,-28.7284564338624,1.844019e-06,201,201,0.000000e+00,0.004224773031,0.00422477291054874,1.201794e-10
38,58.21211243,58.2120710518211,4.137494e-05,258,258,0.000000e+00,-0.006691047456,-0.00669104250007815,4.956037e-09
39,-187.0840302,-187.084072270431,4.211906e-05,303,303,0.000000e+00,0.01834157109,0.0183415753028212,4.210216e-09
40,11.02867794,11.0286783576012,4.172325e-07,14,14,0.000000e+00,-0.01946237311,-0.0194623731372194,2.954767e-11
41,-4.220521927,-4.22052231058478,3.837049e-07,17,17,0.000000e+00,0.006330783013,0.00633078332437314,3.111187e-10
42,1.06358099,1.0635807889048,2.009328e-07,18,18,0.000000e+00,-0.001519401441,-0.0015194010930456,3.482826e-10
43,-12.53188801,-12.5318875163794,4.917383e-07,23,23,0.000000e+00,0.01445987076,0.0144598698880037,8.676688e-10
44,9.123810768,9.12381008267403,6.854534e-07,15,15,0.000000e+00,-0.01520635094,-0.0152063497979016,1.147035e-09
45,-1.41037488,-1.41037481836975,6.146729e-08,10,10,0.000000e+00,0.003254711162,0.00325471104656634,1.157326e-10
46,3.644244909,3.64424484176561,6.752089e-08,24,24,0.000000e+00,-0.004049160983,-0.00404916084478932,1.386241e-10
47,-13.51263046,-13.5126298069954,6.556511e-07,26,26,0.000000e+00,0.01397858281,0.0139785822465151,5.603702e-10
48,3177.656982,3177.66220573219,5.223310e-03,4760,4760,0.000000e+00,-0.02001463622,-0.02001466807499,3.185644e-08
49,-614.0368042,-614.035197161138,1.607038e-03,4990,4990,0.000000e+00,0.003689385718,0.00368937622733656,9.490398e-09
50,1122.755737,1122.75823669042,2.499386e-03,6004,6004,0.000000e+00,-0.005607237108,-0.00560724926716242,1.215911e-08
51,-3754.935791,-3754.93524226081,5.487548e-04,6170,6170,0.000000e+00,0.01824851148,0.0182485104082203,1.070085e-09
52,2533.975342,2533.9737010356,1.640761e-03,3738,3738,0.000000e+00,-0.02032057196,-0.0203205584955644,1.346345e-08
53,-469.93927,-469.939921462443,6.514429e-04,3762,3762,0.000000e+00,0.003744536079,0.00374454112317504,5.043709e-09
54,854.0758667,854.075356299989,5.103992e-04,4602,4602,0.000000e+00,-0.005564012099,-0.00556400871146526,3.387592e-09
55,-2856.327881,-2856.32719651377,6.843456e-04,4767,4767,0.000000e+00,0.01796432585,0.0179643215891187,4.256123e-09
56,206.5721893,206.572226577438,3.724638e-05,308,308,0.000000e+00,-0.01992657781,-0.0199265808964813,3.090009e-09
57,-48.11830139,-48.1183124796953,1.108809e-05,340,340,0.000000e+00,0.00420859782,0.00420859866508751,8.448353e-10
58,58.0004158,58.0004241992719,8.397270e-06,358,358,0.000000e+00,-0.00481997896,-0.00481997974262006,7.827616e-10
59,-254.47789,-254.47776484862,1.251660e-04,411,411,0.000000e+00,0.0184404254,0.0184404173304781,8.065487e-09
60,177.7494659,177.749468086753,2.144370e-06,260,260,0.000000e+00,-0.02027560398,-0.0202756042715296,2.917036e-10
61,-34.65061951,-34.6506081889383,1.131790e-05,262,262,0.000000e+00,0.003922711592,0.00392271027333248,1.318835e-09
62,62.05950546,62.0594923482276,1.311442e-05,305,305,0.000000e+00,-0.006044757087,-0.00604475561309317,1.473690e-09
63,-205.3692322,-205.369193486869,3.869087e-05,328,328,0.000000e+00,0.01861352473,0.0186135216522517,3.082722e-09
