feat,bin,sumLeft,sumRight,weightLeft,weightRight,lambda,cosNum_term,cosDen_term,gain
0,45,8869.576171875,-8869.576171875,18358,31642,3,6770.58853554985,6769.65280027937,82.2892726919029
0,46,8938.4013671875,-8938.4013671875,18749,31251,3,6816.92661455541,6815.99961446934,82.5702957528721
0,47,8998.73828125,-8998.73828125,19140,30860,3,6853.89142571054,6852.97346060411,82.7937770232742
0,48,9047.55078125,-9047.55078125,19530,30470,3,6877.01566358662,6876.10756437439,82.9332495608835
0,49,9101.1474609375,-9101.1474609375,19921,30079,3,6910.84541675408,6909.94483695311,83.1369118618709
0,50,9156.3779296875,-9156.3779296875,20311,29689,3,6950.79750129647,6949.90270347051,83.3768098114061
0,51,9195.02734375,-9195.02734375,20702,29298,3,6969.00039912102,6968.11329749543,83.4858527756792
0,52,9253.0732421875,-9253.0732421875,21092,28908,3,7020.23213110899,7019.34761748536,83.7921043785802
0,53,9299.3642578125,-9299.3642578125,21483,28517,3,7057.05566099996,7056.17473197439,84.011527185293
0,54,9339.8642578125,-9339.8642578125,21873,28127,3,7088.68370147869,7087.8061316986,84.1995331335882
0,55,9369.5712890625,-9369.5712890625,22264,27736,3,7107.37199453202,7106.4985418755,84.3104118987907
0,56,9400.771484375,-9400.771484375,22655,27345,3,7131.84612985124,7130.97522303493,84.4554151196447
0,57,9424.927734375,-9424.927734375,23046,26954,3,7149.15195168702,7148.28361399701,84.5577932236784
0,58,9444.2998046875,-9444.2998046875,23436,26564,3,7162.75426525836,7161.8880858988,84.638174303184
0,59,9448.4482421875,-9448.4482421875,23827,26173,3,7156.74871952024,7155.88622442539,84.6026673253932
0,60,9461.15234375,-9461.15234375,24217,25783,3,7167.24203271175,7166.38037845881,84.6646549072647
0,61,9465.2919921875,-9465.2919921875,24608,25392,3,7168.24220049387,7167.38169171209,84.6705545782445
0,62,9469.7685546875,-9469.7685546875,24998,25002,3,7173.26057298246,7172.39988498524,84.7001851489253
0,63,9474.7490234375,-9474.7490234375,25389,24611,3,7182.54640251474,7181.68418305378,84.754992333739
0,64,9473.71484375,-9473.71484375,25779,24221,3,7186.21607701599,7185.35215895005,84.7766483116288
0,65,9470.376953125,-9470.376953125,25974,24026,3,7185.08576134659,7184.22103400719,84.7699863912266
0,66,9463.9384765625,-9463.9384765625,26170,23830,3,7180.15327263932,7179.28797640489,84.7408913876004
0,67,9454.478515625,-9454.478515625,26560,23440,3,7178.05803492927,7177.19003961317,84.7285438044289
0,68,9441.5078125,-9441.5078125,26951,23049,3,7174.19199891981,7173.32065251875,84.7057462700359
0,69,9423.8759765625,-9423.8759765625,27341,22659,3,7166.72862501381,7165.85351099769,84.6617023565041
0,70,9407.8212890625,-9407.8212890625,27732,22268,3,7165.26647419728,7164.38596828556,84.653098515787
0,71,9381.1689453125,-9381.1689453125,28123,21877,3,7151.2299136282,7150.34467153127,84.5701795275483
0,72,9350.693359375,-9350.693359375,28514,21486,3,7134.92981759633,7134.03922769925,84.4737859851902
0,73,9322.359375,-9322.359375,28904,21096,3,7125.39432783423,7124.49665410554,84.4173685604342
0,74,9281.8994140625,-9281.8994140625,29295,20705,3,7101.00308090637,7100.09925093642,84.2728130889924
0,75,9240.7978515625,-9240.7978515625,29687,20313,3,7079.33810619047,7078.42681567126,84.1442185419237
0,76,9198.5283203125,-9198.5283203125,30078,19922,3,7059.40692129429,7058.4870117953,84.0257517114966
0,77,9157.9638671875,-9157.9638671875,30468,19532,3,7045.63020496093,7044.69990572097,83.9437944523183
0,78,9105.2763671875,-9105.2763671875,30859,19141,3,7017.00245473795,7016.06267895501,83.7731601194583
0,79,9039.2587890625,-9039.2587890625,31249,18751,3,6971.33623308007,6970.38831171051,83.5002052893281
0,80,8976.0078125,-8976.0078125,31640,18360,3,6933.73556758804,6932.77736627841,83.2748095244518
0,81,8913.0400390625,-8913.0400390625,32030,17970,3,6900.10410884573,6899.13405867275,83.0727048759835
0,82,8838.2431640625,-8838.2431640625,32421,17579,3,6852.028207106,6851.04721930992,82.7829048497802
0,83,8767.4599609375,-8767.4599609375,32812,17188,3,6813.90618910359,6812.91172728086,82.5524124183246
0,84,8676.1630859375,-8676.1630859375,33203,16797,3,6747.63659594757,6746.6316640515,82.1501167225671
0,85,8593.126953125,-8593.126953125,33593,16407,3,6697.74207147343,6696.7231700962,81.8459597529147
0,86,8499.845703125,-8499.845703125,33984,16016,3,6635.84094453583,6634.80866614981,81.4670079451133
0,87,8407.44140625,-8407.44140625,34374,15626,3,6578.86007879339,6577.81250776689,81.1166309498505
0,88,8316.7998046875,-8316.7998046875,34765,15235,3,6528.70331867301,6527.63798530704,80.8069850068985
0,89,8220.6337890625,-8220.6337890625,35155,14845,3,6473.5215701699,6472.43796158165,80.4649324872315
0,90,8116.47998046875,-8116.48046875,35546,14454,3,6409.91141781779,6408.80944576395,80.0688052824057
0,91,8020.3330078125,-8020.33349609375,35936,14064,3,6362.67118309643,6361.54655381735,79.7734041594921
0,92,7904.19189453125,-7904.1923828125,36328,13672,3,6288.28793317995,6287.14367266891,79.305941782104
0,93,7788.82861328125,-7788.8291015625,36718,13282,3,6218.5680835955,6217.40191480308,78.865293197456
0,94,7655.73583984375,-7655.736328125,37110,12890,3,6125.13962247848,6123.95420574981,78.2708455854977
0,95,7522.69091796875,-7522.69140625,37501,12499,3,6035.47577685122,6034.26887799435,77.6960933193998
0,96,7384.89013671875,-7384.890625,37892,12108,3,5942.21446403655,5940.98508395762,77.0937357929527
